0.000	0.0030528676	2.725
10.000	2.6590528676	29.975
10.062	2.6890092456	30.1448753784
10.125	2.7193179568	30.3158097529
10.188	2.7499831339	30.4878097253
10.252	2.7810090162	30.6608819384
10.316	2.8123998931	30.8350330766
10.380	2.8441601044	31.0102698658
10.445	2.8762940404	31.1865990739
10.510	2.908806144	31.3640275111
10.575	2.9417009103	31.5425620298
10.641	2.974982886	31.7222095254
10.708	3.0086566729	31.902976936
10.774	3.042726927	32.0848712433
10.841	3.0771983592	32.2678994722
10.909	3.1120757415	32.4520686915
10.977	3.1473639071	32.6373860142
11.045	3.1830677404	32.8238585974
11.114	3.2191922276	33.011493643
11.184	3.255742343	33.2002983978
11.253	3.292723098	33.3902801537
11.323	3.3301396035	33.581446248
11.394	3.3679970311	33.7738040639
11.465	3.4063006118	33.9673610304
11.537	3.4450556396	34.1621246232
11.608	3.4842674673	34.3581023641
11.681	3.5239415165	34.5553018223
11.754	3.5640832662	34.7537306137
11.827	3.6046982707	34.9533964021
11.901	3.6457921471	35.1543068987
11.975	3.6873705848	35.3564698631
12.050	3.7294393649	35.5598931032
12.125	3.7720042919	35.7645844753
12.200	3.8150712006	35.970551885
12.276	3.8586460303	36.1778032871
12.353	3.9027347962	36.3863466859
12.430	3.9473435821	36.5961901356
12.507	3.9924785431	36.8073417408
12.585	4.038145905	37.0198096564
12.664	4.0843519672	37.2336020882
12.743	4.1311031028	37.4487272933
12.822	4.1784057625	37.66519358
12.902	4.2262664802	37.8830093087
12.982	4.2746918863	38.1021828916
13.063	4.3236886949	38.3227227936
13.145	4.373263618	38.5446375323
13.227	4.4234234522	38.7679356784
13.309	4.4741751068	38.9926258559
13.392	4.5255255689	39.2187167427
13.476	4.5774819096	39.4462170708
13.560	4.63005128	39.6751356266
13.644	4.6832409056	39.9054812513
13.729	4.7370580746	40.137262841
13.815	4.7915102059	40.3704893477
13.901	4.8466048115	40.6051697788
13.988	4.9023494748	40.8413131981
14.075	4.9587519513	41.0789287257
14.163	5.0158199739	41.3180255388
14.251	5.0735613096	41.5586128715
14.340	5.1319838735	41.8007000158
14.429	5.1910956828	42.0442963213
14.519	5.2509048472	42.2894111962
14.610	5.3114195691	42.5360541071
14.701	5.372648144	42.7842345798
14.792	5.4345989615	43.0339621994
14.884	5.4972805106	43.2852466106
14.977	5.5607013916	43.5380975186
15.071	5.6248703252	43.7925246886
15.165	5.6897961862	44.0485379472
15.259	5.755487795	44.3061471819
15.354	5.8219540794	44.565362342
15.450	5.8892041244	44.8261934387
15.546	5.9572471198	45.0886505457
15.643	6.0260923582	45.3527437995
15.741	6.0957492393	45.6184833998
15.839	6.1662272678	45.8858796099
15.938	6.2375360653	46.1549427569
16.037	6.3096854443	46.4256832325
16.137	6.3826852487	46.698111493
16.238	6.4565454184	46.9722380601
16.339	6.5312759445	47.248073521
16.441	6.606886992	47.5256285288
16.543	6.6833888488	47.8049138031
16.646	6.7607919182	48.0859401302
16.750	6.8391067114	48.368718364
16.854	6.9183438456	48.6532594256
16.959	6.9985141025	48.9395743044
17.065	7.0796284242	49.2276740585
17.172	7.1616979264	49.5175698145
17.279	7.2447336797	49.8092727688
17.386	7.3287468483	50.1027941872
17.495	7.4137488041	50.3981454061
17.604	7.4997510273	50.6953378324
17.714	7.5867650865	50.994382944
17.824	7.6748027983	51.2952922905
17.935	7.7638761078	51.5980774935
18.047	7.8539937103	51.902750247
18.159	7.9451747028	52.2093223179
18.273	8.0374277835	52.5178055465
18.386	8.1307653846	52.8282118468
18.501	8.2252000532	53.1405532072
18.616	8.3207443995	53.4548416908
18.733	8.417411354	53.7710894359
18.849	8.5152139537	54.0893086564
18.967	8.61416535	54.4095116424
19.085	8.7142759233	54.7317107607
19.204	8.8155652069	55.055918455
19.324	8.9180435788	55.3821472467
19.444	9.0217247587	55.7104097353
19.565	9.126622592	56.0407185987
19.687	9.2327510203	56.373086594
19.810	9.3401243072	56.7075265577
19.934	9.4487568521	57.0440514064
20.058	9.5586585095	57.3826741371
20.183	9.6698535002	57.723407828
20.309	9.7823515151	58.0662656386
20.435	9.896167851	58.4112608108
20.563	10.0113174324	58.7584066687
20.691	10.1278156276	59.1077166195
20.820	10.2456779378	59.4592041542
20.950	10.3649200687	59.8128828478
21.080	10.485553791	60.1687663597
21.212	10.6076034157	60.5268684348
21.344	10.7310807657	60.8872029036
21.477	10.8560021284	61.2497836825
21.611	10.9823838977	61.6146247751
21.746	11.1102427768	61.9817402721
21.881	11.2395957468	62.351144352
22.018	11.3704555031	62.7228512817
22.155	11.5028484216	63.0968754171
22.293	11.6367871191	63.4732312035
22.432	11.7722889864	63.8519331765
22.572	11.9093719642	64.2329959619
22.712	12.0480540714	64.6164342771
22.854	12.1883534758	65.002262931
22.997	12.3302864193	65.3904968248
23.140	12.4738725293	65.7811509527
23.284	12.6191352212	66.1742404024
23.429	12.7660898338	66.5697803555
23.575	12.9147554132	66.9677860884
23.722	13.0651512462	67.3682729726
23.870	13.2172970034	67.7712564757
24.019	13.3712078975	68.1767521612
24.169	13.526913619	68.5847756902
24.319	13.6844292613	68.9953428211
24.471	13.8437751756	69.4084694106
24.624	14.0049718396	69.8241714142
24.777	14.1680400542	70.2424648871
24.932	14.3330010171	70.6633659842
25.087	14.4998710911	71.0868909614
25.243	14.6686819729	71.5130561759
25.401	14.8394500956	71.9418780868
25.559	15.0121972328	72.3733732558
25.718	15.186945342	72.807558348
25.879	15.3637170331	73.2444501322
26.040	15.542535131	73.6840654817
26.202	15.7234227697	74.1264213753
26.366	15.9064026023	74.5715348973
26.530	16.0914977089	75.0194232387
26.695	16.2787315946	75.4701036975
26.862	16.4681282009	75.9235936798
27.029	16.6597092158	76.3799107
27.198	16.8535044239	76.8390723817
27.367	17.0495352573	77.3010964584
27.538	17.2478264091	77.7660007742
27.710	17.4484028159	78.2338032843
27.882	17.651289862	78.7045220561
28.056	17.8565063162	79.1781752693
28.231	18.0640919933	79.6547812171
28.407	18.2740656901	80.1343583069
28.584	18.4864536662	80.6169250604
28.762	18.7012823364	81.1025001152
28.942	18.9185785778	81.5911022249
29.122	19.1383673119	82.0827502601
29.304	19.3606811481	82.5774632089
29.486	19.585544698	83.0752601778
29.670	19.8129856909	83.5761603926
29.855	20.0430324681	84.0801831987
30.041	20.2757065112	84.5873480622
30.229	20.5110510948	85.0976745706
30.417	20.7490874885	85.6111824334
30.607	20.989845158	86.1278914831
30.797	21.2333537449	86.6478216758
30.989	21.4796399484	87.1709930919
31.183	21.7287383552	87.6974259371
31.377	21.9806807622	88.2271405429
31.573	22.2354950953	88.7601573678
31.769	22.4932122392	89.2964969977
31.967	22.7538637908	89.8361801467
32.167	23.0174800936	90.3792276583
32.367	23.2840966484	90.9256605057
32.569	23.553743301	91.4754997929
32.772	23.8264525713	92.0287667557
32.976	24.1022574432	92.5854827619
33.182	24.381186475	93.1456693129
33.389	24.6632825598	93.7093480437
33.597	24.94857471	94.2765407245
33.806	25.2370968672	94.8472692611
34.017	25.5288772692	95.421555696
34.229	25.8239640203	95.9994222088
34.443	26.122385058	96.5808911177
34.657	26.4241755994	97.1659848799
34.873	26.7293713839	97.7547260925
35.091	27.0380061426	98.3471374935
35.309	27.3501217456	98.9432419629
35.530	27.6657512653	99.543062523
35.751	27.9849321957	100.1466223397
35.974	28.3077017297	100.7539447236
36.198	28.6340986316	101.3650531301
36.424	28.964160229	101.9799711614
36.651	29.2979243589	102.5987225663
36.879	29.6354298916	103.221331242
37.109	29.9767123582	103.8478212345
37.341	30.3218194361	104.4782167399
37.573	30.670785825	105.112542105
37.808	31.0236519603	105.7508218282
38.043	31.3804534754	106.393080561
38.280	31.7412414402	107.0393431082
38.519	32.1060516366	107.6896344296
38.759	32.4749255392	108.3439796404
39.001	32.8479015909	109.0024040122
39.244	33.2250289859	109.6649329745
39.489	33.6063476358	110.331592115
39.735	33.991899341	111.0024071812
39.983	34.3817279112	111.6774040809
40.232	34.7758753314	112.3566088835
40.483	35.1743893458	113.0400478209
40.735	35.5773119831	113.7277472885
40.989	35.9846864394	114.4197338462
41.244	36.3965608451	115.1160342197
41.502	36.8129811269	115.816675301
41.760	37.2339918148	116.5216841501
42.021	37.6596367937	117.2310879952
42.283	38.0899683069	117.9449142347
42.546	38.5250301321	118.6631904377
42.811	38.9648696045	119.3859443449
43.078	39.4095345674	120.1132038702
43.347	39.8590742993	120.8449971015
43.617	40.3135358683	121.5813523016
43.889	40.7729686346	122.3222979098
44.163	41.237417655	123.0678625424
44.438	41.7069416769	123.8180749942
44.715	42.1815870964	124.5729642395
44.994	42.6613991746	125.3325594334
45.274	43.1464363983	126.0968899124
45.556	43.6367491679	126.8659851962
45.840	44.1323868829	127.6398749883
46.126	44.6333951942	128.4185891775
46.414	45.1398406342	129.2021578389
46.703	45.6517684577	129.9906112351
46.994	46.1692267375	130.7839798174
47.287	46.6922791151	131.5822942267
47.582	47.2209761308	132.3855852952
47.878	47.7553712967	133.1938840471
48.177	48.2955187802	134.0072217002
48.477	48.8414764021	134.8256296667
48.780	49.3932977736	135.6491395549
49.084	49.9510303033	136.4777831697
49.390	50.5147418305	137.3115925148
49.697	51.0844937107	138.150599793
50.007	51.660328766	138.994837408
50.319	52.2423205489	139.8443379656
50.633	52.8305183569	140.6991342747
50.948	53.4249810831	141.5592593488
51.266	54.0257599182	142.4247464072
51.586	54.6329302789	143.2956288763
51.907	55.2465434399	144.1719403909
52.231	55.8666487304	145.0537147954
52.556	56.4933254694	145.9409861452
52.884	57.126629758	146.8337887081
53.214	57.7666048597	147.7321569654
53.545	58.4133431684	148.6361256135
53.879	59.0668904556	149.5457295649
54.215	59.7273061962	150.4610039499
54.553	60.3946612988	151.3819841178
54.893	61.0690019389	152.3087056381
55.235	61.7504065003	153.2412043022
55.580	62.438947781	154.1795161247
55.926	63.1346791802	155.1236773444
56.275	63.8376637104	156.0737244262
56.626	64.5479718779	157.0296940625
56.979	65.2656658185	157.9916231742
57.334	65.9908124284	158.9595489123
57.691	66.7234781706	159.9335086597
58.051	67.4637285993	160.913540032
58.413	68.2116334887	161.8996808796
58.777	68.9672584823	162.8919692886
59.143	69.7306707036	163.8904435827
59.512	70.5019414324	164.8951423245
59.883	71.2811373328	165.9061043169
60.256	72.0683247591	166.9233686047
60.632	72.8635796085	167.9469744763
61.010	73.6669667209	168.9769614647
61.390	74.4785572773	170.0133693496
61.773	75.2984249828	171.0562381585
62.158	76.1266382032	172.1056081688
62.546	76.9632695462	173.1615199084
62.935	77.8083899576	174.2240141584
63.328	78.6620706945	175.2931319539
63.723	79.524386002	176.3689145856
64.120	80.3954063678	177.451403602
64.520	81.2752078426	178.5406408104
64.922	82.1638614041	179.6366682787
65.326	83.061439151	180.7395283371
65.734	83.9680207232	181.8492635797
66.143	84.883674384	182.9659168662
66.556	85.8084821031	184.0895313233
66.971	86.7425145528	185.2201503466
67.388	87.6858464109	186.3578176025
67.808	88.6385565704	187.5025770291
68.231	89.6007171658	188.6544728389
68.656	90.5724097254	189.8135495198
69.084	91.5537051833	190.979851837
69.515	92.5446875618	192.1534248349
69.948	93.5454294587	193.3343138385
70.384	94.5560103238	194.5225644555
70.823	95.5765074115	195.718222578
71.265	96.6069983339	196.921334384
71.709	97.6475632864	198.1319463395
72.156	98.6982775492	199.3501052001
72.606	99.7592256033	200.5758580129
73.058	100.8304823891	201.8092521183
73.514	101.9121317086	203.0503351517
73.972	103.0042468769	204.2991550457
74.433	104.1069138618	205.5557600316
74.897	105.2202142653	206.8201986412
75.364	106.3442215288	208.092519709
75.834	107.479026179	209.372772374
76.307	108.6247051252	210.6610060814
76.782	109.7813396522	211.9572705848
77.261	110.9490096041	213.2616159476
77.743	112.1278000282	214.5740925458
78.227	113.3177902003	215.8947510691
78.715	114.5190621386	217.2236425233
79.206	115.7317018452	218.5608182321
79.700	116.9557904057	219.9063298392
80.196	118.1914106773	221.2602293103
80.696	119.4386470593	222.622568935
81.199	120.6975804782	223.9934013288
81.706	121.9682963116	225.3727794354
82.215	123.2508728264	226.7607565283
82.727	124.5454024817	228.1573862132
83.243	125.8519652666	229.5627224302
83.762	127.1706459118	230.9768194552
84.284	128.5015259995	232.3997319029
84.810	129.844693935	233.8315147283
85.338	131.2002284196	235.2722232288
85.870	132.5682217668	236.7219130469
86.406	133.9487515282	238.1806401716
86.944	135.3419095415	239.6484609411
87.486	136.7477743993	241.1254320449
88.032	138.1664335613	242.6116105258
88.581	139.5979737305	244.1070537822
89.133	141.0424788292	245.6118195702
89.688	142.5000382948	247.1259660063
90.248	143.9707328811	248.6495515689
90.810	145.4546502908	250.1826351012
91.376	146.9518714674	251.7252758132
91.946	148.4624889886	253.2775332838
92.519	149.9865811956	254.8394674636
93.096	151.5242412148	256.4111386769
93.676	153.0755509178	257.9926076237
94.260	154.6405933772	259.5839353829
94.848	156.2194609437	261.1851834139
