  0.000000000000000E+00  1.000000000000000E+06  1.000000000000000E+02  2.239044642085301E-32
  0.000000000000000E+00  1.000000000000000E+06  1.200000000000000E+02  3.169198068022316E-32
  0.000000000000000E+00  1.000000000000000E+06  1.400000000000000E+02  4.167348573388896E-32
  0.000000000000000E+00  1.000000000000000E+06  1.600000000000000E+02  5.220168059724104E-32
  0.000000000000000E+00  1.000000000000000E+06  1.800000000000000E+02  6.570884518127059E-32
  0.000000000000000E+00  1.000000000000000E+06  2.000000000000000E+02  7.749626660423172E-32
  0.000000000000000E+00  1.000000000000000E+06  2.200000000000000E+02  8.921936692257606E-32
  0.000000000000000E+00  1.000000000000000E+06  2.400000000000000E+02  1.016912008589156E-31
  0.000000000000000E+00  1.000000000000000E+06  2.600000000000000E+02  1.138915069620549E-31
  0.000000000000000E+00  1.000000000000000E+06  2.800000000000000E+02  1.269086830361027E-31
  0.000000000000000E+00  1.000000000000000E+06  3.000000000000000E+02  1.401968405403709E-31
  0.000000000000000E+00  1.000000000000000E+06  3.200000000000000E+02  1.537883731076119E-31
  0.000000000000000E+00  1.000000000000000E+06  3.400000000000000E+02  1.675403911902388E-31
  0.000000000000000E+00  1.000000000000000E+06  3.600000000000000E+02  1.815890437893753E-31
  0.000000000000000E+00  1.000000000000000E+06  3.800000000000000E+02  1.957320274883942E-31
  0.000000000000000E+00  1.000000000000000E+06  4.000000000000000E+02  2.101561252957032E-31
  0.000000000000000E+00  1.000000000000000E+06  4.200000000000000E+02  2.247691012290312E-31
  0.000000000000000E+00  1.000000000000000E+06  4.400000000000000E+02  2.395288053882667E-31
  0.000000000000000E+00  1.000000000000000E+06  4.600000000000000E+02  2.555971172346626E-31
  0.000000000000000E+00  1.000000000000000E+06  4.800000000000000E+02  2.707088811139175E-31
  0.000000000000000E+00  1.000000000000000E+06  5.000000000000000E+02  2.861033818504691E-31
  0.000000000000000E+00  1.000000000000000E+06  5.200000000000000E+02  2.973505047705176E-31
  0.000000000000000E+00  1.000000000000000E+06  5.400000000000000E+02  3.142873976155320E-31
  0.000000000000000E+00  1.000000000000000E+06  5.600000000000000E+02  3.299030270612369E-31
  0.000000000000000E+00  1.000000000000000E+06  5.800000000000000E+02  3.472000828765928E-31
  0.000000000000000E+00  1.000000000000000E+06  6.000000000000000E+02  3.590176354668301E-31
  0.000000000000000E+00  1.000000000000000E+06  6.200000000000000E+02  3.766064785899731E-31
  0.000000000000000E+00  1.000000000000000E+06  6.400000000000000E+02  3.929351816483818E-31
  0.000000000000000E+00  1.000000000000000E+06  6.600000000000000E+02  4.065132954010530E-31
  0.000000000000000E+00  1.000000000000000E+06  6.800000000000000E+02  4.233077412199575E-31
  0.000000000000000E+00  1.000000000000000E+06  7.000000000000000E+02  4.415130033448373E-31
  0.000000000000000E+00  1.000000000000000E+06  7.200000000000000E+02  4.541571812432353E-31
  0.000000000000000E+00  1.000000000000000E+06  7.400000000000000E+02  4.729790060243241E-31
  0.000000000000000E+00  1.000000000000000E+06  7.600000000000000E+02  4.858786086851905E-31
  0.000000000000000E+00  1.000000000000000E+06  7.800000000000000E+02  5.049073876796152E-31
  0.000000000000000E+00  1.000000000000000E+06  8.000000000000000E+02  5.179810426560951E-31
  0.000000000000000E+00  1.000000000000000E+06  8.200000000000000E+02  5.372656149818752E-31
  0.000000000000000E+00  1.000000000000000E+06  8.400000000000000E+02  5.505214225632704E-31
  0.000000000000000E+00  1.000000000000000E+06  8.600000000000000E+02  5.702896913672501E-31
  0.000000000000000E+00  1.000000000000000E+06  8.800000000000000E+02  5.853331286861988E-31
  0.000000000000000E+00  1.000000000000000E+06  9.000000000000000E+02  5.984141197768884E-31
  0.000000000000000E+00  1.000000000000000E+06  9.200000000000000E+02  6.205455450677027E-31
  0.000000000000000E+00  1.000000000000000E+06  9.400000000000000E+02  6.328632446586429E-31
  0.000000000000000E+00  1.000000000000000E+06  9.600000000000000E+02  6.503267570466977E-31
  0.000000000000000E+00  1.000000000000000E+06  9.800000000000000E+02  6.660125205927797E-31
  0.000000000000000E+00  1.000000000000000E+06  1.000000000000000E+03  6.783145248351684E-31
