# Data taken by calculations done by Coppola et al. 2011 for ExoMol project
# initial final energy difference einstein_coeffs
0	1	0	0	89.22	5.123E-08
0	2	0	1	177.85	4.857E-07
0	3	0	2	265.23	1.720E-06
0	4	0	3	350.86	4.109E-06
0	5	0	4	434.15	7.912E-06
0	6	0	5	514.65	1.328E-05
0	7	0	6	591.93	2.026E-05
0	8	0	7	665.64	2.878E-05
0	9	0	8	735.48	3.867E-05
